"Series Description","SPOT EXCHANGE RATE - EURO AREA ","UNITED KINGDOM -- SPOT EXCHANGE RATE, US$/POUND (1/RXI_N.B.UK)","CHINA -- SPOT EXCHANGE RATE, YUAN/US$ P.R. ","JAPAN -- SPOT EXCHANGE RATE, YEN/US$ ","SWITZERLAND -- SPOT EXCHANGE RATE, FRANCS/US$ "
"Unit:","Currency:_Per_EUR","Currency:_Per_GBP","Currency:_Per_USD","Currency:_Per_USD","Currency:_Per_USD"
"Multiplier:","1","0.00999999978","1","1","1"
"Currency:","USD","USD","CNY","JPY","CHF"
"Unique Identifier: ","H10/H10/RXI$US_N.B.EU","H10/H10/RXI$US_N.B.UK","H10/H10/RXI_N.B.CH","H10/H10/RXI_N.B.JA","H10/H10/RXI_N.B.SZ"
"Time Period","RXI$US_N.B.EU","RXI$US_N.B.UK","RXI_N.B.CH","RXI_N.B.JA","RXI_N.B.SZ"
2008-01-01,ND,ND,ND,ND,ND
2008-01-02,1.4738,1.9824,7.2946,109.7000,1.1174
2008-01-03,1.4736,1.9733,7.2755,109.5800,1.1134
2008-01-04,1.4786,1.9757,7.2695,108.3800,1.1064
2008-01-07,1.4684,1.9703,7.2705,109.1000,1.1176
2008-01-08,1.4717,1.9731,7.2670,109.2900,1.1138
2008-01-09,1.4663,1.9564,7.2625,109.4000,1.1151
2008-01-10,1.4740,1.9565,7.2700,109.3800,1.1069
2008-01-11,1.4787,1.9592,7.2615,109.1100,1.1026
2008-01-14,1.4877,1.9583,7.2526,108.1800,1.0928
2008-01-15,1.4842,1.9671,7.2345,107.0700,1.0917
2008-01-16,1.4643,1.9638,7.2400,107.2700,1.1008
2008-01-17,1.4690,1.9744,7.2245,107.0100,1.0993
2008-01-18,1.4616,1.9529,7.2424,106.8200,1.1010
2008-01-21,ND,ND,ND,ND,ND
2008-01-22,1.4609,1.9577,7.2456,106.7600,1.0986
2008-01-23,1.4574,1.9515,7.2400,105.4200,1.0898
2008-01-24,1.4737,1.9733,7.2228,106.6800,1.0869
2008-01-25,1.4673,1.9802,7.2115,107.3100,1.0986
2008-01-28,1.4789,1.9857,7.1950,106.6500,1.0878
2008-01-29,1.4767,1.9857,7.1965,107.0800,1.0940
2008-01-30,1.4782,1.9880,7.1912,107.2500,1.0927
2008-01-31,1.4841,1.9895,7.1818,106.7400,1.0845
2008-02-01,1.4851,1.9687,7.1845,106.3000,1.0821
2008-02-04,1.4832,1.9777,7.1915,106.7300,1.0892
2008-02-05,1.4638,1.9626,7.1835,106.9400,1.1005
2008-02-06,1.4647,1.9604,7.1830,106.7500,1.0977
2008-02-07,1.4495,1.9420,7.1830,106.8200,1.1049
2008-02-08,1.4505,1.9473,7.1830,107.3400,1.1038
2008-02-11,1.4506,1.9486,7.1905,106.6400,1.1023
2008-02-12,1.4592,1.9622,7.1840,107.4200,1.1006
2008-02-13,1.4569,1.9618,7.1973,108.1500,1.1074
2008-02-14,1.4635,1.9708,7.1880,107.9700,1.0984
2008-02-15,1.4674,1.9613,7.1780,107.6700,1.0913
2008-02-18,ND,ND,ND,ND,ND
2008-02-19,1.4742,1.9511,7.1485,107.5000,1.0930
2008-02-20,1.4663,1.9405,7.1425,107.9700,1.1003
2008-02-21,1.4813,1.9614,7.1395,107.6000,1.0916
2008-02-22,1.4825,1.9668,7.1400,106.9800,1.0856
2008-02-25,1.4822,1.9668,7.1522,107.8800,1.0856
2008-02-26,1.4889,1.9747,7.1580,107.7300,1.0849
2008-02-27,1.5132,1.9923,7.1400,106.3800,1.0637
2008-02-28,1.5172,1.9879,7.1100,105.6400,1.0533
2008-02-29,1.5187,1.9864,7.1115,104.1900,1.0435
2008-03-03,1.5195,1.9850,7.1035,103.5700,1.0431
2008-03-04,1.5210,1.9854,7.1060,102.6700,1.0354
2008-03-05,1.5282,1.9939,7.1075,103.9900,1.0364
2008-03-06,1.5356,2.0073,7.1059,103.1000,1.0291
2008-03-07,1.5333,2.0128,7.1110,102.6900,1.0250
2008-03-10,1.5369,2.0166,7.1060,101.8000,1.0192
2008-03-11,1.5329,2.0041,7.1027,102.8700,1.0292
2008-03-12,1.5495,2.0211,7.1010,102.3800,1.0217
2008-03-13,1.5584,2.0311,7.0900,100.5800,1.0116
2008-03-14,1.5604,2.0294,7.0890,100.2000,1.0072
2008-03-17,1.5765,2.0008,7.0830,96.8800,0.9860
2008-03-18,1.5784,2.0216,7.0795,98.2300,0.9899
2008-03-19,1.5642,1.9858,7.0660,99.3400,1.0006
2008-03-20,1.5417,1.9823,7.0520,98.7900,1.0107
2008-03-21,1.5447,1.9826,7.0515,99.4000,1.0085
2008-03-24,1.5394,1.9852,7.0550,100.7700,1.0230
2008-03-25,1.5595,1.9997,7.0440,100.0700,1.0088
2008-03-26,1.5761,2.0019,7.0290,99.1200,0.9955
2008-03-27,1.5798,2.0097,7.0105,99.8700,0.9932
2008-03-28,1.5759,1.9890,7.0120,99.7100,0.9981
2008-03-31,1.5805,1.9855,7.0120,99.8500,0.9921
2008-04-01,1.5615,1.9774,7.0116,101.7700,1.0108
2008-04-02,1.5618,1.9827,7.0185,102.7700,1.0148
2008-04-03,1.5667,1.9961,7.0150,102.2100,1.0079
2008-04-04,1.5735,1.9947,7.0150,101.7500,1.0052
2008-04-07,1.5713,1.9855,7.0010,102.6200,1.0144
2008-04-08,1.5705,1.9690,7.0008,102.5500,1.0140
2008-04-09,1.5804,1.9726,7.0017,101.8300,1.0019
2008-04-10,1.5744,1.9742,6.9910,101.7100,1.0051
2008-04-11,1.5796,1.9707,7.0060,101.0900,1.0016
2008-04-14,1.5827,1.9816,6.9990,100.8700,0.9975
2008-04-15,1.5801,1.9627,6.9945,101.3300,1.0019
2008-04-16,1.5978,1.9756,6.9920,101.4000,0.9979
2008-04-17,1.5924,1.9908,6.9840,102.2200,1.0025
2008-04-18,1.5742,1.9965,7.0065,104.5600,1.0253
2008-04-21,1.5881,1.9813,6.9996,103.3800,1.0121
2008-04-22,1.6010,1.9994,6.9890,102.7000,1.0004
2008-04-23,1.5898,1.9786,6.9895,103.5500,1.0146
2008-04-24,1.5668,1.9716,6.9955,104.2000,1.0341
2008-04-25,1.5634,1.9833,7.0095,104.1700,1.0335
2008-04-28,1.5648,1.9908,7.0020,104.3000,1.0339
2008-04-29,1.5604,1.9747,6.9845,103.4000,1.0329
2008-04-30,1.5568,1.9847,6.9870,104.5300,1.0422
2008-05-01,1.5458,1.9749,6.9876,104.0400,1.0478
2008-05-02,1.5431,1.9756,6.9870,105.3300,1.0562
2008-05-05,1.5491,1.9679,6.9815,105.1200,1.0539
2008-05-06,1.5548,1.9747,6.9860,104.5400,1.0485
2008-05-07,1.5370,1.9522,6.9860,105.2800,1.0583
2008-05-08,1.5409,1.9543,7.0000,103.8700,1.0510
2008-05-09,1.5447,1.9486,6.9876,103.0100,1.0432
2008-05-12,1.5536,1.9616,6.9881,103.8300,1.0443
2008-05-13,1.5509,1.9470,6.9889,104.4100,1.0490
2008-05-14,1.5467,1.9451,6.9990,105.2000,1.0558
2008-05-15,1.5492,1.9488,6.9943,104.6100,1.0531
2008-05-16,1.5591,1.9580,6.9880,103.8600,1.0448
2008-05-19,1.5516,1.9472,6.9700,104.5500,1.0545
2008-05-20,1.5667,1.9705,6.9725,103.6600,1.0376
2008-05-21,1.5772,1.9669,6.9592,103.3400,1.0297
2008-05-22,1.5703,1.9785,6.9420,104.0300,1.0324
2008-05-23,1.5784,1.9818,6.9412,103.2200,1.0235
2008-05-26,ND,ND,ND,ND,ND
2008-05-27,1.5731,1.9751,6.9450,103.9800,1.0284
2008-05-28,1.5628,1.9806,6.9408,104.6900,1.0382
2008-05-29,1.5527,1.9759,6.9377,105.5200,1.0480
2008-05-30,1.5560,1.9793,6.9400,105.4600,1.0426
2008-06-02,1.5550,1.9666,6.9325,104.4100,1.0379
2008-06-03,1.5454,1.9650,6.9341,105.2900,1.0437
2008-06-04,1.5453,1.9548,6.9633,104.9900,1.0408
2008-06-05,1.5560,1.9563,6.9460,106.0000,1.0398
2008-06-06,1.5731,1.9695,6.9230,105.3300,1.0237
2008-06-09,1.5718,1.9758,6.9230,106.0600,1.0237
2008-06-10,1.5473,1.9543,6.9248,107.1900,1.0404
2008-06-11,1.5562,1.9646,6.9095,106.7700,1.0328
2008-06-12,1.5418,1.9467,6.9070,107.9400,1.0441
2008-06-13,1.5368,1.9496,6.9044,107.9200,1.0485
2008-06-16,1.5472,1.9637,6.8911,108.1900,1.0435
2008-06-17,1.5519,1.9544,6.8954,108.0300,1.0428
2008-06-18,1.5502,1.9570,6.8821,108.0500,1.0413
2008-06-19,1.5502,1.9729,6.8770,107.9500,1.0457
2008-06-20,1.5626,1.9737,6.8796,107.4200,1.0345
2008-06-23,1.5492,1.9609,6.8740,107.8900,1.0474
2008-06-24,1.5591,1.9707,6.8699,107.7600,1.0384
2008-06-25,1.5570,1.9672,6.8653,108.2900,1.0424
2008-06-26,1.5738,1.9873,6.8630,107.2900,1.0274
2008-06-27,1.5749,1.9938,6.8618,106.2800,1.0205
2008-06-30,1.5748,1.9906,6.8591,106.1700,1.0202
2008-07-01,1.5778,1.9930,6.8608,105.7300,1.0183
2008-07-02,1.5869,1.9925,6.8542,105.8700,1.0151
2008-07-03,1.5708,1.9825,6.8529,106.7900,1.0273
2008-07-04,ND,ND,ND,ND,ND
2008-07-07,1.5646,1.9697,6.8567,107.5500,1.0328
2008-07-08,1.5653,1.9685,6.8510,107.3500,1.0324
2008-07-09,1.5744,1.9812,6.8632,107.1200,1.0301
2008-07-10,1.5771,1.9777,6.8430,107.0300,1.0282
2008-07-11,1.5898,1.9895,6.8338,106.1400,1.0179
2008-07-14,1.5914,1.9925,6.8450,106.1800,1.0162
2008-07-15,1.5923,2.0036,6.8211,104.7800,1.0089
2008-07-16,1.5847,1.9995,6.8104,104.6400,1.0148
2008-07-17,1.5861,2.0038,6.8189,105.8200,1.0197
2008-07-18,1.5855,1.9985,6.8168,106.7500,1.0207
2008-07-21,1.5877,1.9979,6.8271,106.7400,1.0207
2008-07-22,1.5811,1.9941,6.8248,107.1100,1.0283
2008-07-23,1.5708,2.0021,6.8279,107.6800,1.0372
2008-07-24,1.5657,1.9832,6.8292,107.6200,1.0390
2008-07-25,1.5687,1.9880,6.8189,107.8900,1.0386
2008-07-28,1.5747,1.9943,6.8332,107.4900,1.0332
2008-07-29,1.5588,1.9805,6.8264,108.1900,1.0454
2008-07-30,1.5559,1.9810,6.8272,108.1700,1.0484
2008-07-31,1.5589,1.9806,6.8388,108.1000,1.0489
2008-08-01,1.5567,1.9743,6.8423,107.5900,1.0480
2008-08-04,1.5569,1.9606,6.8471,108.2300,1.0492
2008-08-05,1.5468,1.9532,6.8501,108.2000,1.0548
2008-08-06,1.5409,1.9479,6.8482,109.3900,1.0602
2008-08-07,1.5341,1.9439,6.8555,109.4400,1.0617
2008-08-08,1.5047,1.9193,6.8604,110.0900,1.0801
2008-08-11,1.4958,1.9144,6.8577,110.0800,1.0828
2008-08-12,1.4905,1.9005,6.8659,109.7800,1.0880
2008-08-13,1.4895,1.8682,6.8601,108.7100,1.0855
2008-08-14,1.4856,1.8715,6.8600,109.7500,1.0911
2008-08-15,1.4695,1.8651,6.8649,110.4800,1.0960
2008-08-18,1.4730,1.8673,6.8705,110.0700,1.0959
2008-08-19,1.4746,1.8655,6.8599,109.6800,1.0927
2008-08-20,1.4701,1.8603,6.8529,109.9800,1.1008
2008-08-21,1.4875,1.8758,6.8405,108.3500,1.0862
2008-08-22,1.4800,1.8544,6.8333,109.8800,1.0970
2008-08-25,1.4803,1.8587,6.8480,109.1100,1.0926
2008-08-26,1.4660,1.8387,6.7800,109.8300,1.1004
2008-08-27,1.4684,1.8318,6.8070,109.7200,1.1009
2008-08-28,1.4685,1.8264,6.8405,109.5600,1.0994
2008-08-29,1.4669,1.8190,6.8252,108.6900,1.1019
2008-09-01,ND,ND,ND,ND,ND
2008-09-02,1.4522,1.7853,6.8215,108.8500,1.1070
2008-09-03,1.4489,1.7795,6.8429,108.1800,1.1055
2008-09-04,1.4360,1.7689,6.8510,107.7600,1.1094
2008-09-05,1.4273,1.7687,6.8400,106.9600,1.1110
2008-09-08,1.4126,1.7543,6.8438,107.9100,1.1306
2008-09-09,1.4173,1.7672,6.8381,107.1000,1.1250
2008-09-10,1.4020,1.7547,6.8350,107.8600,1.1360
2008-09-11,1.3939,1.7497,6.8465,106.6600,1.1395
2008-09-12,1.4172,1.7896,6.7810,107.5100,1.1335
2008-09-15,1.4175,1.7877,6.8482,105.6700,1.1194
2008-09-16,1.4155,1.7802,6.8391,105.1100,1.1199
2008-09-17,1.4215,1.7895,6.8290,104.7100,1.1208
2008-09-18,1.4382,1.8186,6.8375,104.8500,1.0988
2008-09-19,1.4384,1.8297,6.8355,107.1800,1.1107
2008-09-22,1.4697,1.8484,6.8306,106.3500,1.0834
2008-09-23,1.4737,1.8558,6.8114,105.8000,1.0813
2008-09-24,1.4655,1.8502,6.8233,106.0300,1.0889
2008-09-25,1.4643,1.8406,6.8150,106.4800,1.0883
2008-09-26,1.4596,1.8400,6.8431,106.0600,1.0890
2008-09-29,1.4381,1.8044,6.8431,105.1000,1.0964
2008-09-30,1.4081,1.7804,6.7899,105.9400,1.1189
2008-10-01,1.4058,1.7804,6.8485,106.0600,1.1209
2008-10-02,1.3854,1.7655,6.8420,105.3000,1.1339
2008-10-03,1.3816,1.7740,6.8431,105.7600,1.1295
2008-10-06,1.3508,1.7380,6.8420,101.2600,1.1456
2008-10-07,1.3649,1.7592,6.8171,102.3000,1.1399
2008-10-08,1.3680,1.7310,6.8171,99.7300,1.1272
2008-10-09,1.3646,1.7225,6.8202,100.6700,1.1311
2008-10-10,1.3471,1.7037,6.8357,99.4400,1.1221
2008-10-13,ND,ND,ND,ND,ND
2008-10-14,1.3658,1.7482,6.8339,102.1700,1.1347
2008-10-15,1.3567,1.7432,6.8350,101.4700,1.1346
2008-10-16,1.3416,1.7243,6.8332,100.4600,1.1332
2008-10-17,1.3462,1.7307,6.8332,101.4000,1.1339
2008-10-20,1.3314,1.7134,6.8299,101.7400,1.1511
2008-10-21,1.3102,1.6837,6.8337,100.4300,1.1581
2008-10-22,1.2835,1.6174,6.8341,98.6300,1.1656
2008-10-23,1.2878,1.6181,6.8354,97.6000,1.1625
2008-10-24,1.2639,1.5631,6.8432,92.6400,1.1526
2008-10-27,1.2446,1.5472,6.8521,93.2800,1.1581
2008-10-28,1.2476,1.5591,6.8385,95.6800,1.1612
2008-10-29,1.2851,1.6298,6.8390,97.4800,1.1371
2008-10-30,1.2850,1.6270,6.8408,97.4700,1.1450
2008-10-31,1.2682,1.6165,6.8388,98.2800,1.1669
2008-11-03,1.2719,1.5855,6.8373,98.9500,1.1681
2008-11-04,1.3021,1.6095,6.8360,100.4800,1.1627
2008-11-05,1.3039,1.6156,6.8285,98.9500,1.1606
2008-11-06,1.2756,1.5814,6.8245,98.0400,1.1745
2008-11-07,1.2777,1.5788,6.8255,98.1500,1.1761
2008-11-10,1.2760,1.5639,6.8267,97.9600,1.1784
2008-11-11,ND,ND,ND,ND,ND
2008-11-12,1.2558,1.5012,6.8293,95.5400,1.1790
2008-11-13,1.2526,1.4799,6.8291,95.9500,1.1995
2008-11-14,1.2731,1.4860,6.8236,96.6600,1.1870
2008-11-17,1.2726,1.5030,6.8264,97.0300,1.1954
2008-11-18,1.2690,1.5042,6.8239,97.3800,1.1976
2008-11-19,1.2595,1.5095,6.8295,96.7500,1.2103
2008-11-20,1.2525,1.4789,6.8340,94.9800,1.2197
2008-11-21,1.2531,1.4816,6.8302,95.4200,1.2237
2008-11-24,1.2890,1.5177,6.8249,96.6900,1.1968
2008-11-25,1.3030,1.5349,6.8220,95.5300,1.1863
2008-11-26,1.2828,1.5218,6.8282,95.4600,1.2064
2008-11-27,ND,ND,ND,ND,ND
2008-11-28,1.2694,1.5348,6.8254,95.4600,1.2165
2008-12-01,1.2634,1.4840,6.8842,93.7100,1.2076
2008-12-02,1.2724,1.4949,6.8786,93.6400,1.2062
2008-12-03,1.2669,1.4783,6.8746,93.2500,1.2142
2008-12-04,1.2840,1.4791,6.8817,92.7800,1.1971
2008-12-05,1.2654,1.4606,6.8812,92.1800,1.2238
2008-12-08,1.2942,1.4831,6.8770,92.7700,1.2036
2008-12-09,1.2937,1.4776,6.8730,92.4400,1.2062
2008-12-10,1.3024,1.4830,6.8640,92.9400,1.1949
2008-12-11,1.3294,1.4953,6.8513,91.9600,1.1872
2008-12-12,1.3349,1.4874,6.8420,91.2600,1.1796
2008-12-15,1.3664,1.5278,6.8480,90.6800,1.1590
2008-12-16,1.3810,1.5320,6.8448,89.9800,1.1406
2008-12-17,1.4358,1.5457,6.8350,87.8400,1.0852
2008-12-18,1.4298,1.5103,6.8341,89.8100,1.0775
2008-12-19,1.3875,1.4854,6.8440,89.4800,1.1105
2008-12-22,1.3952,1.4805,6.8510,90.0700,1.0949
2008-12-23,1.3966,1.4761,6.8480,90.5700,1.0856
2008-12-24,1.3964,1.4673,6.8355,90.6800,1.0788
2008-12-25,ND,ND,ND,ND,ND
2008-12-26,1.4062,1.4700,6.8409,90.6500,1.0700
2008-12-29,1.4232,1.4591,6.8447,90.2000,1.0414
2008-12-30,1.4085,1.4395,6.8295,90.3700,1.0567
2008-12-31,1.3919,1.4619,6.8225,90.7900,1.0673
2009-01-01,ND,ND,ND,ND,ND
2009-01-02,1.3946,1.4520,6.8225,91.1200,1.0685
2009-01-05,1.3576,1.4602,6.8300,93.2000,1.1077
2009-01-06,1.3445,1.4777,6.8360,94.2000,1.1212
2009-01-07,1.3718,1.5254,6.8330,92.7000,1.0941
2009-01-08,1.3714,1.5190,6.8342,91.1500,1.0925
2009-01-09,1.3495,1.5239,6.8350,90.2500,1.1096
2009-01-12,1.3347,1.4827,6.8362,88.9200,1.1139
2009-01-13,1.3198,1.4528,6.8341,89.6500,1.1212
2009-01-14,1.3174,1.4617,6.8347,89.2800,1.1179
2009-01-15,1.3094,1.4602,6.8363,89.5900,1.1232
2009-01-16,1.3244,1.4737,6.8369,90.2900,1.1177
2009-01-19,ND,ND,ND,ND,ND
2009-01-20,1.2946,1.4023,6.8403,90.1900,1.1432
2009-01-21,1.2870,1.3728,6.8392,87.8000,1.1473
2009-01-22,1.2955,1.3840,6.8370,88.6400,1.1538
2009-01-23,1.2849,1.3658,6.8392,88.7200,1.1629
2009-01-26,1.3123,1.3960,6.8392,89.2500,1.1437
2009-01-27,1.3159,1.4148,6.8392,88.9900,1.1388
2009-01-28,1.3244,1.4317,6.8392,88.8700,1.1442
2009-01-29,1.2988,1.4262,6.8392,89.7700,1.1507
2009-01-30,1.2804,1.4413,6.8392,89.8300,1.1612
2009-02-02,1.2808,1.4228,6.8470,89.8600,1.1640
2009-02-03,1.3010,1.4394,6.8399,89.0900,1.1419
2009-02-04,1.2857,1.4472,6.8335,89.5300,1.1579
2009-02-05,1.2838,1.4633,6.8355,91.0100,1.1654
2009-02-06,1.2874,1.4775,6.8338,91.9500,1.1694
2009-02-09,1.3064,1.4936,6.8392,91.4700,1.1566
2009-02-10,1.2966,1.4604,6.8241,90.6500,1.1535
2009-02-11,1.2893,1.4367,6.8332,90.6600,1.1599
2009-02-12,1.2822,1.4248,6.8345,90.5500,1.1634
2009-02-13,1.2879,1.4422,6.8392,91.8400,1.1581
2009-02-16,ND,ND,ND,ND,ND
2009-02-17,1.2571,1.4224,6.8355,92.1700,1.1744
2009-02-18,1.2547,1.4235,6.8378,93.8100,1.1813
2009-02-19,1.2675,1.4307,6.8348,94.0900,1.1742
2009-02-20,1.2690,1.4333,6.8367,93.8700,1.1681
2009-02-23,1.2747,1.4553,6.8355,94.6300,1.1633
2009-02-24,1.2742,1.4408,6.8368,96.6000,1.1670
2009-02-25,1.2731,1.4265,6.8369,97.3300,1.1646
2009-02-26,1.2764,1.4342,6.8361,98.5500,1.1647
2009-02-27,1.2662,1.4276,6.8395,97.7400,1.1672
2009-03-02,1.2580,1.3989,6.8438,97.1700,1.1723
2009-03-03,1.2549,1.4034,6.8413,98.1600,1.1755
2009-03-04,1.2607,1.4142,6.8432,99.3400,1.1762
2009-03-05,1.2565,1.4124,6.8406,98.3200,1.1727
2009-03-06,1.2674,1.4110,6.8395,97.8800,1.1525
2009-03-09,1.2636,1.3757,6.8398,98.8700,1.1634
2009-03-10,1.2752,1.3840,6.8410,98.3900,1.1540
2009-03-11,1.2774,1.3780,6.8399,97.7400,1.1585
2009-03-12,1.2799,1.3811,6.8383,97.8600,1.1893
2009-03-13,1.2891,1.3972,6.8380,98.0400,1.1880
2009-03-16,1.2997,1.4091,6.8381,98.1700,1.1819
2009-03-17,1.2972,1.4018,6.8369,98.8500,1.1826
2009-03-18,1.3110,1.3974,6.8347,98.0800,1.1667
2009-03-19,1.3730,1.4584,6.8240,93.8500,1.1184
2009-03-20,1.3566,1.4435,6.8277,96.1800,1.1243
2009-03-23,1.3569,1.4496,6.8335,97.3000,1.1290
2009-03-24,1.3524,1.4730,6.8294,97.8600,1.1285
2009-03-25,1.3539,1.4585,6.8304,97.7000,1.1239
2009-03-26,1.3560,1.4497,6.8320,98.4700,1.1272
2009-03-27,1.3306,1.4325,6.8310,97.9900,1.1435
2009-03-30,1.3146,1.4148,6.8360,97.4400,1.1532
2009-03-31,1.3261,1.4300,6.8329,99.1500,1.1395
2009-04-01,1.3223,1.4402,6.8339,98.9300,1.1465
2009-04-02,1.3458,1.4700,6.8340,99.4800,1.1349
2009-04-03,1.3447,1.4801,6.8343,99.9400,1.1321
2009-04-06,1.3363,1.4712,6.8343,100.6500,1.1388
2009-04-07,1.3282,1.4744,6.8361,100.7100,1.1443
2009-04-08,1.3288,1.4692,6.8350,99.9500,1.1459
2009-04-09,1.3149,1.4623,6.8340,100.4300,1.1583
2009-04-10,1.3143,1.4635,6.8333,100.3000,1.1575
2009-04-13,1.3354,1.4831,6.8347,100.1200,1.1356
2009-04-14,1.3277,1.4907,6.8320,99.0800,1.1387
2009-04-15,1.3182,1.4990,6.8321,99.3700,1.1453
2009-04-16,1.3197,1.4909,6.8316,99.2900,1.1471
2009-04-17,1.3030,1.4778,6.8325,99.2100,1.1674
2009-04-20,1.2903,1.4532,6.8331,98.2900,1.1713
2009-04-21,1.2978,1.4688,6.8254,98.6000,1.1654
2009-04-22,1.3012,1.4496,6.8296,98.1400,1.1634
2009-04-23,1.3048,1.4635,6.8265,97.8800,1.1581
2009-04-24,1.3277,1.4697,6.8250,97.0800,1.1368
2009-04-27,1.3136,1.4678,6.8270,96.5700,1.1472
2009-04-28,1.3061,1.4607,6.8266,96.4900,1.1517
2009-04-29,1.3324,1.4802,6.8243,96.9700,1.1309
2009-04-30,1.3244,1.4799,6.8180,98.7600,1.1402
2009-05-01,1.3267,1.4881,6.8180,99.2400,1.1364
2009-05-04,1.3365,1.4985,6.8223,99.1200,1.1289
2009-05-05,1.3375,1.5099,6.8185,98.7600,1.1297
2009-05-06,1.3313,1.5063,6.8176,98.6000,1.1313
2009-05-07,1.3411,1.5019,6.8215,99.0000,1.1278
2009-05-08,1.3494,1.5090,6.8200,99.0100,1.1202
2009-05-11,1.3620,1.5145,6.8230,97.4500,1.1067
2009-05-12,1.3638,1.5240,6.8210,96.5900,1.1052
2009-05-13,1.3612,1.5165,6.8220,95.7500,1.1061
2009-05-14,1.3608,1.5195,6.8248,95.6200,1.1060
2009-05-15,1.3539,1.5222,6.8225,94.8900,1.1132
2009-05-18,1.3503,1.5309,6.8265,96.0500,1.1181
2009-05-19,1.3608,1.5501,6.8245,96.1000,1.1121
2009-05-20,1.3765,1.5670,6.8248,95.1600,1.1022
2009-05-21,1.3804,1.5763,6.8245,94.9700,1.1010
2009-05-22,1.4005,1.5892,6.8227,94.4500,1.0847
2009-05-25,ND,ND,ND,ND,ND
2009-05-26,1.3992,1.5938,6.8326,94.8100,1.0833
2009-05-27,1.3924,1.6068,6.8272,95.0100,1.0861
2009-05-28,1.3948,1.5956,6.8278,96.7600,1.0838
2009-05-29,1.4126,1.6160,6.8278,95.5500,1.0692
2009-06-01,1.4192,1.6448,6.8264,96.5300,1.0688
2009-06-02,1.4270,1.6515,6.8305,95.7200,1.0624
2009-06-03,1.4194,1.6405,6.8290,95.7200,1.0684
2009-06-04,1.4187,1.6173,6.8331,96.3700,1.0679
2009-06-05,1.3990,1.6017,6.8329,98.1800,1.0852
2009-06-08,1.3884,1.5976,6.8371,98.5600,1.0929
2009-06-09,1.4014,1.6267,6.8353,97.6000,1.0822
2009-06-10,1.3983,1.6334,6.8330,98.1300,1.0816
2009-06-11,1.4093,1.6547,6.8358,97.8300,1.0721
2009-06-12,1.4040,1.6523,6.8352,98.1700,1.0756
2009-06-15,1.3784,1.6268,6.8361,98.0300,1.0942
2009-06-16,1.3878,1.6446,6.8338,96.2600,1.0853
2009-06-17,1.3850,1.6293,6.8364,95.6500,1.0870
2009-06-18,1.3978,1.6369,6.8344,96.3600,1.0827
2009-06-19,1.3998,1.6537,6.8360,96.1500,1.0773
2009-06-22,1.3846,1.6343,6.8340,95.9000,1.0875
2009-06-23,1.4035,1.6344,6.8346,95.3200,1.0707
2009-06-24,1.4015,1.6486,6.8307,95.3800,1.0842
2009-06-25,1.3953,1.6336,6.8344,96.2100,1.0960
2009-06-26,1.4056,1.6498,6.8330,95.1900,1.0856
2009-06-29,1.4058,1.6533,6.8334,95.8400,1.0849
2009-06-30,1.4020,1.6452,6.8302,96.4200,1.0867
2009-07-01,1.4186,1.6524,6.8331,96.4100,1.0720
2009-07-02,1.4018,1.6398,6.8312,95.9000,1.0836
2009-07-03,1.3991,1.6336,6.8320,95.9500,1.0863
2009-07-06,1.3938,1.6230,6.8342,95.0000,1.0877
2009-07-07,1.3965,1.6158,6.8326,95.1100,1.0858
2009-07-08,1.3852,1.6027,6.8323,92.9000,1.0923
2009-07-09,1.4026,1.6301,6.8317,92.7900,1.0773
2009-07-10,1.3926,1.6185,6.8325,92.3300,1.0856
2009-07-13,1.3973,1.6179,6.8326,92.7400,1.0842
2009-07-14,1.3971,1.6294,6.8330,93.0300,1.0850
2009-07-15,1.4116,1.6439,6.8315,94.0900,1.0746
2009-07-16,1.4115,1.6417,6.8310,93.5900,1.0755
2009-07-17,1.4120,1.6330,6.8309,94.0800,1.0766
2009-07-20,1.4211,1.6494,6.8303,94.5200,1.0688
2009-07-21,1.4196,1.6419,6.8300,93.3600,1.0677
2009-07-22,1.4220,1.6439,6.8305,93.7700,1.0659
2009-07-23,1.4266,1.6562,6.8308,94.7500,1.0667
2009-07-24,1.4213,1.6432,6.8313,94.8600,1.0701
2009-07-27,1.4212,1.6486,6.8312,95.3200,1.0729
2009-07-28,1.4215,1.6477,6.8308,94.6000,1.0704
2009-07-29,1.4033,1.6379,6.8314,95.1300,1.0882
2009-07-30,1.4066,1.6483,6.8321,95.6700,1.0894
2009-07-31,1.4279,1.6713,6.8319,94.5400,1.0668
2009-08-03,1.4416,1.6956,6.8308,95.2300,1.0578
2009-08-04,1.4400,1.6932,6.8302,95.4100,1.0605
2009-08-05,1.4391,1.6977,6.8307,94.9800,1.0630
2009-08-06,1.4357,1.6774,6.8312,95.5600,1.0658
2009-08-07,1.4180,1.6669,6.8316,97.6500,1.0826
2009-08-10,1.4143,1.6487,6.8341,97.2300,1.0855
2009-08-11,1.4141,1.6501,6.8349,95.9400,1.0825
2009-08-12,1.4215,1.6538,6.8349,96.1600,1.0765
2009-08-13,1.4283,1.6580,6.8336,95.4600,1.0715
2009-08-14,1.4216,1.6529,6.8341,94.6400,1.0719
2009-08-17,1.4088,1.6323,6.8358,94.3300,1.0787
2009-08-18,1.4075,1.6418,6.8337,94.7200,1.0795
2009-08-19,1.4262,1.6555,6.8340,93.8700,1.0630
